job_name,expected_code,expected_name
机动部部长(工程师）,2-02-07-04,设备工程技术人员
机场地勤,4-02-04-05,机场场务员
机房设备安装工,6-29-03-01,机械设备安装工
机构业务顾问,1-04-03-00,社会服务机构负责人
机构总监 / 机构顾问,1-04-03-00,社会服务机构负责人
机械专利工程师,2-02-07-01,机械设计工程技术人员
机械无经验代理人,2-04-01-02,飞行机械员
机械标准化主管,2-02-07-04,设备工程技术人员
机械电气工程师,2-02-11-01,电工电器工程技术人员
机械组装工,6-29-03-01,机械设备安装工
机械自动化,2-02-07-07,自动控制工程技术人员S
机械装配工,2-02-07-07,自动控制工程技术人员S
机械设备管培生,2-02-07-07,自动控制工程技术人员S
机械设备维修,6-31-01-10,机电设备维修工
机械设备销售,4-01-02-03,商品营业员
机电bim工程师,2-02-18-01,建筑和市政设计工程技术人员L
机电安装工程资料员,6-29-03-02,电气设备安装工
机电工/机修工,6-31-01-00,机械设备修理人员
机电工程师,2-02-11-01,电工电器工程技术人员
机电工程师（包食宿+五险一金）,2-02-11-01,电工电器工程技术人员
机电行业施工人员,6-29-02-00,土木工程建筑施工人员
机电设计师（中山）,2-02-07-01,机械设计工程技术人员
机电设计预算,2-02-07-01,机械设计工程技术人员
机票操作员,4-02-05-02,客运售票员
机票，火车票，出票员,4-02-05-02,客运售票员
机车主播,4-13-01-05,全媒体运营师S
机车俱乐部维修改装保养贴膜,4-12-01-01,汽车维修工
杀鱼工,4-03-02-00,餐饮服务人员
杀鱼师傅,4-03-02-00,餐饮服务人员
杂工/司机,4-02-02-01,客运车辆驾驶员L
杂货，纺织，电子电器验员,4-08-05-07,电子电气产品检验员L
权属公司运营部业务经理,2-06-07-02,市场营销专业人员
李小麦招聘面包/烘焙师,6-02-01-01,糕点面包烘焙师
材料体系技术员(J11516),2-02-19-00,建材工程技术人员
材料员,2-02-19-00,建材工程技术人员
材料实验室技术服务工程师 (MJ001311),2-02-19-00,建材工程技术人员
材料技术员,2-02-19-00,建材工程技术人员
材料研发工程师,2-02-19-00,建材工程技术人员
材料部经理,2-02-19-00,建材工程技术人员
来挑战物流装卸月10000,4-02-05-01,装卸搬运工
杨梅红美术助教教师,2-08-99-00,其他教学人员
杭州-车商专员 (MJ002234),4-01-02-03,商品营业员
杭州乐链招聘货运代理专员,2-06-12-01,专利代理专业人员
杭州地区销售人员,4-01-02-00,销售人员
杭州文速智能招聘油漆工,6-29-04-01,装饰装修工
杭州萧山品圣电脑...招聘手机维修,4-12-03-02,家用电子产品维修工
杭州萧山杭城制冷...招聘空调工,6-24-05-02,空调器制造工
松原中东新天地海底捞招聘暑假短期工包吃住,4-03-02-05,餐厅服务员
板卡测试工程师,2-02-09-04,电子仪器与电子测量工程技术人员
板式家具拆单员,4-02-06-02,理货员
林业工程师,2-02-20-10,林业资源调查与监测工程技术人员L
林业技术员,2-02-20-10,林业资源调查与监测工程技术人员L
林业规划设计工程师,2-02-18-03,风景园林工程技术人员L
果优美水果店招聘店员/营业员,4-01-02-03,商品营业员
枝江市源福航不锈...招聘焊工,6-18-02-04,焊工
架子鼓教师,2-08-99-00,其他教学人员
架构管理岗,2-02-10-03,计算机软件工程技术人员S
柏丽雅招聘油漆工,6-29-04-01,装饰装修工
柏优公司招聘配/理/拣/发货,4-02-07-09,快件处理员
柏缘商贸招聘样衣工,6-05-01-01,服装制版师
某央企-水利水电工程施工管理（池州）,2-02-18-12,水利水电建筑工程技术人员
染厂跟单,6-31-99-00,其他生产辅助人员
查勘员,3-01-01-03,统计调查员
查勘测量员,4-08-03-04,工程测量员S
柳州-营养品主管7817,6-29-03-04,管工
柳州市柳北区美婳...招聘收银,4-01-02-04,收银员
标书制作、环境监测技术员,2-02-27-01,环境监测工程技术人员L
标书制作专员,,文员
标识字牌后期制作,2-09-03-06,剪辑师
栏目采编,6-04-04-02,经编工
树生餐饮店招聘服务员,4-03-02-05,餐厅服务员
校企合作项目经理,2-02-30-04,项目管理工程技术人员
校区校长,1-06-02-00,事业单位负责人
校区运营校长,1-06-02-00,事业单位负责人
校医,2-05-01-01,内科医师
校团委干事,2-10-03-00,校对员
校园大使（全国）,2-10-03-00,校对员
校园暑假兼职,2-10-03-00,校对员
校招主管(J11620),4-07-03-08,招聘师
校长,1-06-02-00,事业单位负责人
校长/储备校长,1-06-02-00,事业单位负责人
校长/副校长,1-06-02-00,事业单位负责人
校长/教务指导,1-06-02-00,事业单位负责人
校长/校区负责人,1-06-02-00,事业单位负责人
校长助理,3-01-02-02,秘书
株洲OTC销售代表,4-01-02-01,营销员
株洲希尔顿高底薪免费住宿实习生,4-03-01-00,住宿服务人员
核保管理岗-保险内勤 (MJ002525),2-06-10-02,保险核保专业人员
核单客服（轻松不加班）,4-04-05-03,呼叫中心服务员
核算主管\专业经理\高级经理 (J10689),2-06-03-00,会计专业人员
核算会计,2-06-03-00,会计专业人员
核酸工艺研究员,2-02-32-02,生物工程技术人员
桂林海底捞火锅店招聘服务员可以就近安排包吃住包水电包床上用品,4-03-02-05,餐厅服务员
桂林行于道文化发招聘店员/营业员,4-01-02-03,商品营业员
案场收银,4-01-02-04,收银员
案场销售主管,4-01-02-00,销售人员
案源拓展专员,2-06-08-00,人力资源专业人员
桌游助教,4-08-08-29,桌面游戏设计师S
桌球室前台,4-14-05-04,康乐服务员
桐乡销售专员,4-01-02-04,收银员
桐城市锦众汽车销...招聘钣金工,6-18-01-12,冲压工
桔子商务宾馆招聘保安,4-07-05-01,保安员
档案数字化专员,4-13-01-06,档案数字化管理师S
档案整理文员,2-10-07-00,档案专业人员
档案资料管理员5500,2-10-07-00,档案专业人员
桥东区兰慕咖啡店招聘咖啡师,4-03-02-08,咖啡师
桥西区御春府餐饮店招聘凉菜厨师,4-03-02-01,中式烹调师
梁溪区可盼烘焙店...招聘蛋糕/裱花师,6-02-01-02,糕点装饰师
梅姨火锅招聘厨师,4-03-02-01,中式烹调师
梦想王国招聘服务员,4-14-05-04,康乐服务员
梧州城市经理,1-06-01-02,企业经理
梧州市龙圩区探客...招聘奶茶店店员,4-03-02-10,调饮师
检测公司业务开发经理,2-06-07-02,市场营销专业人员
检测报告编制员,6-31-03-00,检验试验人员
检测资料员,6-31-03-00,检验试验人员
检票员售票员,4-02-05-02,客运售票员
检验员,6-31-03-00,检验试验人员
检验士/师,6-31-03-00,检验试验人员
检验科医师,2-05-01-24,临床检验科医师
棉纺业务员,2-06-07-00,商务专业人员
棉纺生产经理,6-04-02-00,纺纱人员
棋牌游戏二次开发技术,2-09-06-07,数字媒体艺术专业人员S
森萍科技招聘质量管理/测试,2-02-29-03,质量管理工程技术人员
植物工程师,2-02-18-03,风景园林工程技术人员L
椒江电话客服高提成有保底+社保,4-04-05-03,呼叫中心服务员
椒江磊磊餐饮店招聘传菜员,4-03-02-05,餐厅服务员
楚门酒吧(北京店)招聘服务员,4-03-02-05,餐厅服务员
楚雄市跳跳龙潮牌...招聘收银,4-01-02-04,收银员
楼层服务员,4-03-01-02,客房服务员
楼道管家,4-14-06-02,民宿管家
楼面主管,4-06-01-04,智能楼宇管理员S
模修工,6-18-04-01,模具工
模具工,6-18-04-01,模具工
模具生管,6-18-04-01,模具工
模具维修,6-18-04-01,模具工
模具编程工程师,2-02-07-06,模具设计工程技术人员
模具装配钳工,6-18-04-06,工具钳工
模具设计,2-02-07-06,模具设计工程技术人员
模具设计工程师（南京）,2-02-07-06,模具设计工程技术人员
模具钳工,6-18-04-01,模具工
模型开发,4-07-07-03,模特
模拟IC设计工程师,2-02-38-09,集成电路工程技术人员S
模拟IC设计师,2-02-38-09,集成电路工程技术人员S
模板活动运营（五险一金，双休）,2-06-07-03,商务策划专业人员
模特,4-07-07-03,模特
模特兼职,4-07-07-03,模特
模特（脚模）,4-07-07-03,模特
横琴新店楼面部长,4-03-01-03,旅店服务员
橙星管培生（对公客户经理）,4-07-02-03,客户服务管理员
橡胶助剂外贸/外贸业务员,2-06-07-01,国际商务专业人员
橡胶油封采购,4-01-01-00,采购员
橱柜全屋定制设计师,4-08-08-07,室内装饰设计师
橱柜衣柜全屋定制设计师,4-08-08-07,室内装饰设计师
橱柜衣柜设计师,4-08-08-07,室内装饰设计师
橱柜设计,4-08-08-07,室内装饰设计师
橱柜设计师,4-08-08-07,室内装饰设计师
欢喜师傅代驾招聘代驾司机,4-02-02-01,客运车辆驾驶员L
欧普照明 齐齐哈尔地区销售经理 渠道区域销售,4-01-02-00,销售人员
欧美业务员,4-05-04-01,典当业务员
欧美服装设计师,2-09-06-02,服装设计人员
欧铂尼门窗销售,4-01-02-03,商品营业员
歌尔招聘机修工,6-31-01-00,机械设备修理人员
正大集团财务总部天津-财务分析助理,2-06-09-06,公司金融顾问
正当汽车招聘网约车司机,4-02-02-01,客运车辆驾驶员L
正泰电器招聘机修工,6-31-01-00,机械设备修理人员
正熙餐饮管理有限公司招聘蛋糕/裱花师,6-02-01-02,糕点装饰师
正编储备岗+银行双休,4-05-01-00,银行服务人员
武威美图文化传媒招聘货运司机,4-02-02-02,道路货运汽车驾驶员L
武术、跆拳道教练,4-14-05-01,社会体育指导员
武术套路教练,4-14-05-01,社会体育指导员
武术教练,4-14-05-01,社会体育指导员
武术教练合伙人,4-14-05-01,社会体育指导员
武术散打教练,4-14-05-01,社会体育指导员
武汉 体验店运营顾问/门店主管（入职即缴五险一金）,2-06-07-02,市场营销专业人员
武汉SKP披萨师傅 (MJ001495),4-03-02-12,侍酒师
武汉skp日料厨师长 (MJ001559),4-03-02-03,西式烹调师
武汉三镇私教+包住,2-08-99-00,其他教学人员
武汉博莱瑞招聘注塑工,6-14-02-00,塑料制品成型制作工
武汉市常峰汽车服务招聘网约车司机,4-02-02-01,客运车辆驾驶员L
武汉市武昌区河边...招聘厨师,4-03-02-01,中式烹调师
武汉晚来贸易有限公司招聘调酒师,4-03-02-09,调酒师
武汉黄氏兄弟影视...招聘店员/营业员,4-01-02-03,商品营业员
武江区销售客服7000+,4-01-02-00,销售人员
武进区万达招店员收银,4-01-02-04,收银员
武进区洛阳昕荣机...招聘喷塑工,6-14-02-00,塑料制品成型制作工
武进横山桥货运司机,4-02-02-02,道路货运汽车驾驶员L
武进洛阳电商 小件分拣包装 16-50岁,4-02-07-09,快件处理员
残疾人岗位,2-05-10-00,盲人医疗按摩人员
殡葬人,4-10-06-01,殡仪服务员
母婴公司招月嫂20-55岁,4-10-01-03,保育师
母婴护理员,4-10-01-03,保育师
母婴营养师,4-14-02-01,营养师
比亚迪新能源汽车延保驻店销售 行政班交五险不加班,4-05-03-02,保险保全员
比亚迪汽车工业招聘叉车工,6-30-05-01,起重装卸机械操作工
比亚迪电话销售（新店开业）,4-01-02-03,商品营业员
比心运营专员,2-06-07-03,商务策划专业人员
比音勒芬长沙多区域招服装店长/导购,4-01-02-03,商品营业员
毛绒玩具设计师-上海青浦区,4-08-08-10,玩具设计师
毛衫设计师,2-09-06-02,服装设计人员
民宿保洁阿姨,4-09-08-01,保洁员L
民宿前台接待,4-14-06-02,民宿管家
民宿管家,4-14-06-02,民宿管家
民营医疗推广经理（阜新）,2-06-07-04,品牌专业人员
气化技术员,2-02-25-00,气象工程技术人员
氩弧焊工,6-18-02-04,焊工
水/空/陆运操作,6-28-02-07,风机操作工
水产养殖技术员,2-03-08-01,水产养殖技术人员
水利工程师,2-02-18-12,水利水电建筑工程技术人员
水利工程设计师,2-02-18-12,水利水电建筑工程技术人员
水利监理,4-09-07-01,污水处理工L
水务公司给排水技术员,2-02-18-04,供水排水工程技术人员L
水务项目经理,2-02-18-04,供水排水工程技术人员L
水台,6-16-02-13,海上平台水手
水台师傅,6-16-02-13,海上平台水手
水吧主管,5-04-02-03,水产养殖潜水工
水土保持工程师,4-09-03-00,水土保持员L
水土保持方案编制,4-09-03-00,水土保持员L
水土保持方案编制工程师,4-09-03-00,水土保持员L
水处理工程师,2-02-27-02,环境污染防治工程技术人员L
水处理工程师（销售岗）,2-02-27-02,环境污染防治工程技术人员L
水处理膜产品区域销售经理（mbr膜、微滤、超微滤膜）,2-06-07-02,市场营销专业人员
水处理项目经理,2-02-18-04,供水排水工程技术人员L
水文地质技术人员,2-03-08-00,水产技术人员
水暖监理工程师,2-02-30-07,监理工程技术人员
水果店店员就近安排,4-03-01-03,旅店服务员
水案,6-29-02-08,防水工
水汽在线设备运行维护,6-31-01-10,机电设备维修工
水泵外贸业务员,2-06-07-00,商务专业人员
水溶肥销售经理,2-06-07-02,市场营销专业人员
水滴筹筹款顾问,2-06-09-06,公司金融顾问
水电工,6-31-01-03,电工
水电工程师,2-02-11-00,电气工程技术人员
水电施工员,6-29-02-00,土木工程建筑施工人员
水电维修工,6-31-01-10,机电设备维修工
水电维护,6-31-01-10,机电设备维修工
水磨主管,4-09-07-01,污水处理工L
水磨沟区八道湾路...招聘咖啡师,4-03-02-08,咖啡师
水磨沟区红山路何...招聘服务员,4-99-00-00,其他社会生产服务和生活服务人员
水禽兽医师,2-03-06-01,兽医
水管试压员（无为）,6-20-05-03,压缩机装配调试工
永修县明洞主题餐饮店招聘洗碗工,4-03-02-05,餐厅服务员
永康市卓能商贸有...招聘空调工,6-24-05-02,空调器制造工
永泉旅游度假区招聘服务员,4-03-01-00,住宿服务人员
永盛通招聘空调工,6-24-05-02,空调器制造工
永辉超市招聘店员/营业员,4-01-02-03,商品营业员
永辉超市招聘理货员,4-02-06-02,理货员
永高展具招聘油漆工,6-29-04-01,装饰装修工
汇景物业招聘保安,4-07-05-01,保安员
汉中市汉台区西新...招聘店员/营业员,4-01-02-03,商品营业员
汉华商贸招聘理货员,4-02-06-02,理货员
汉服店店员,4-03-01-03,旅店服务员
汕头市卓奎五金制造招聘钣金工,6-18-01-12,冲压工
汕头市潮南区两英...招聘收银,4-01-02-04,收银员
汕头市潮南区峡山...招聘收银,4-01-02-04,收银员
汕头市鸿图机械配件招聘车工,6-18-01-01,车工
汕头酒店保安,4-07-05-01,保安员
江冷物业招聘保安,4-07-05-01,保安员
江夏分拣岗+包吃住,4-02-07-09,快件处理员
江山市美容师,4-10-03-01,美容师
江川右餐饮服务中心招聘服务员,4-03-02-05,餐厅服务员
江红招聘抛光工,6-18-01-04,磨工
江苏业务主管,2-06-07-10,物业经营管理专业人员
江苏博今酒店管理招聘后厨,4-03-02-01,中式烹调师
